rally,ball_round,time,frame_num,roundscore_a,roundscore_b,player,server,type,aroundhead,backhand,hit_height,hit_area,hit_x,hit_y,landing_height,landing_area,landing_x,landing_y,lose_reason,win_reason,getpoint_player,flaw,player_location_area,player_location_x,player_location_y,opponent_location_area,opponent_location_x,opponent_location_y,db,__match_name,__set_file,is_smash,smash_success,distance_to_birdie
23,14.0,00:12:53,19340.0,16,7,A,3,殺球,,,1.0,9.0,783.0,346.0,2.0,5.0,389.0,546.0,對手落地致勝,落地致勝,A,,9.0,768.0,346.0,8.0,676.0,548.0,0,CHOU_Tien_Chen_Jonatan_CHRISTIE_Sudirman_Cup_2019_Quarter-finals,set1.csv,True,1,428.53354594477196
26,13.0,00:14:44,22121.0,17,9,B,3,殺球,,,1.0,8.0,503.0,608.0,2.0,1.0,456.0,459.0,掛網,對手掛網,A,,8.0,541.0,588.0,9.0,660.0,343.0,0,CHOU_Tien_Chen_Jonatan_CHRISTIE_Sudirman_Cup_2019_Quarter-finals,set1.csv,True,0,154.48624534242524
27,4.0,00:15:09,22730.0,17,10,B,3,點扣,,,1.0,8.0,435.0,618.0,2.0,6.0,890.0,369.0,對手落地致勝,落地致勝,B,,5.0,431.0,606.0,8.0,586.0,362.0,0,CHOU_Tien_Chen_Jonatan_CHRISTIE_Sudirman_Cup_2019_Quarter-finals,set1.csv,True,1,516.575260731677
2,8.0,00:20:07,30188.0,1,1,A,3,殺球,,,1.0,8.0,797.0,540.0,2.0,5.0,485.0,384.0,對手落地致勝,落地致勝,A,,8.0,802.0,544.0,8.0,635.0,362.0,0,CHOU_Tien_Chen_Jonatan_CHRISTIE_Sudirman_Cup_2019_Quarter-finals,set2.csv,True,1,355.09012940378955
7,13.0,00:21:59,32982.0,3,4,B,3,殺球,,,1.0,5.0,481.0,386.0,2.0,9.0,715.0,638.0,對手落地致勝,落地致勝,B,,8.0,593.0,389.0,8.0,617.0,536.0,0,CHOU_Tien_Chen_Jonatan_CHRISTIE_Sudirman_Cup_2019_Quarter-finals,set2.csv,True,1,277.2814454665151
8,8.0,00:22:31,33782.0,4,4,A,3,殺球,,,1.0,4.0,867.0,641.0,2.0,6.0,821.0,357.0,對手落地致勝,落地致勝,A,,8.0,819.0,608.0,8.0,623.0,358.0,0,CHOU_Tien_Chen_Jonatan_CHRISTIE_Sudirman_Cup_2019_Quarter-finals,set2.csv,True,1,251.00796800101784
10,17.0,00:23:44,35611.0,6,4,A,3,殺球,,,1.0,9.0,502.0,633.0,2.0,15.0,390.0,376.0,對手落地致勝,落地致勝,A,,8.0,509.0,609.0,8.0,592.0,371.0,0,CHOU_Tien_Chen_Jonatan_CHRISTIE_Sudirman_Cup_2019_Quarter-finals,set2.csv,True,1,261.6295090390226
11,8.0,00:24:14,36352.0,7,4,B,3,殺球,1.0,,1.0,6.0,862.0,352.0,2.0,11.0,1077.0,617.0,出界,對手出界,A,,6.0,813.0,352.0,8.0,748.0,565.0,0,CHOU_Tien_Chen_Jonatan_CHRISTIE_Sudirman_Cup_2019_Quarter-finals,set2.csv,True,0,374.06015558997996
14,9.0,00:25:48,38705.0,10,4,A,3,殺球,,,1.0,8.0,840.0,567.0,2.0,5.0,470.0,362.0,對手落地致勝,落地致勝,A,,8.0,807.0,577.0,8.0,777.0,380.0,0,CHOU_Tien_Chen_Jonatan_CHRISTIE_Sudirman_Cup_2019_Quarter-finals,set2.csv,True,1,399.7424170637887
15,8.0,00:26:48,40208.0,10,5,B,3,殺球,,,1.0,8.0,768.0,352.0,2.0,5.0,345.0,585.0,對手落地致勝,落地致勝,B,,8.0,730.0,355.0,8.0,730.0,560.0,0,CHOU_Tien_Chen_Jonatan_CHRISTIE_Sudirman_Cup_2019_Quarter-finals,set2.csv,True,1,448.4696199298231
16,2.0,00:27:05,40636.0,11,5,A,3,殺球,,,1.0,,,,2.0,6.0,853.0,372.0,對手落地致勝,落地致勝,A,,8.0,441.0,615.0,8.0,561.0,365.0,0,CHOU_Tien_Chen_Jonatan_CHRISTIE_Sudirman_Cup_2019_Quarter-finals,set2.csv,True,1,478.3231125505018
17,9.0,00:28:32,42801.0,12,5,A,3,點扣,,,1.0,8.0,686.0,554.0,2.0,9.0,776.0,345.0,對手落地致勝,落地致勝,A,,8.0,594.0,541.0,1.0,462.0,417.0,0,CHOU_Tien_Chen_Jonatan_CHRISTIE_Sudirman_Cup_2019_Quarter-finals,set2.csv,True,1,267.46962444359923
23,3.0,00:30:40,46013.0,15,8,B,3,殺球,1.0,,1.0,4.0,797.0,349.0,2.0,5.0,327.0,578.0,對手落地致勝,落地致勝,B,,8.0,737.0,358.0,8.0,739.0,573.0,0,CHOU_Tien_Chen_Jonatan_CHRISTIE_Sudirman_Cup_2019_Quarter-finals,set2.csv,True,1,465.29560496527364
26,2.0,00:31:59,47998.0,17,9,A,3,殺球,,,1.0,,,,2.0,5.0,405.0,363.0,對手落地致勝,落地致勝,A,,8.0,493.0,587.0,8.0,594.0,361.0,0,CHOU_Tien_Chen_Jonatan_CHRISTIE_Sudirman_Cup_2019_Quarter-finals,set2.csv,True,1,240.66574330386118
29,5.0,00:33:32,50318.0,18,11,B,3,殺球,1.0,,1.0,8.0,751.0,351.0,2.0,7.0,540.0,462.0,對手落地致勝,落地致勝,B,,8.0,694.0,358.0,8.0,603.0,582.0,0,CHOU_Tien_Chen_Jonatan_CHRISTIE_Sudirman_Cup_2019_Quarter-finals,set2.csv,True,1,185.82787734890587
30,7.0,00:33:55,50894.0,18,12,B,3,殺球,,,1.0,9.0,703.0,349.0,2.0,5.0,320.0,594.0,對手落地致勝,落地致勝,B,,8.0,679.0,352.0,8.0,670.0,569.0,0,CHOU_Tien_Chen_Jonatan_CHRISTIE_Sudirman_Cup_2019_Quarter-finals,set2.csv,True,1,432.9491887046331
33,9.0,00:36:23,54592.0,20,13,B,3,殺球,,,1.0,3.0,500.0,343.0,2.0,15.0,245.0,591.0,出界,對手出界,A,,3.0,505.0,348.0,8.0,650.0,568.0,0,CHOU_Tien_Chen_Jonatan_CHRISTIE_Sudirman_Cup_2019_Quarter-finals,set2.csv,True,0,355.87778801155883
2,6.0,00:03:19,4998.0,0,2,A,3,點扣,,,1.0,4.0,892.0,651.0,2.0,15.0,334.0,382.0,出界,對手出界,B,,9.0,845.0,641.0,8.0,676.0,368.0,0,CHOU_Tien_Chen_NG_Ka_Long_Angus_Sudirman_Cup_2019_Group_Stage,set1.csv,True,0,572.8891690370834
3,20.0,00:03:52,5819.0,0,3,B,3,點扣,,,1.0,9.0,742.0,343.0,2.0,6.0,958.0,562.0,對手落地致勝,落地致勝,B,,9.0,750.0,347.0,8.0,685.0,574.0,0,CHOU_Tien_Chen_NG_Ka_Long_Angus_Sudirman_Cup_2019_Group_Stage,set1.csv,True,1,299.1471209956733
7,8.0,00:05:41,8549.0,2,5,B,3,點扣,1.0,,1.0,9.0,788.0,349.0,2.0,7.0,545.0,457.0,掛網,對手掛網,A,,8.0,745.0,360.0,8.0,703.0,556.0,0,CHOU_Tien_Chen_NG_Ka_Long_Angus_Sudirman_Cup_2019_Group_Stage,set1.csv,True,0,222.28135324403618
8,6.0,00:06:01,9048.0,3,5,B,3,殺球,,,1.0,3.0,446.0,346.0,2.0,14.0,229.0,651.0,出界,對手出界,A,,9.0,503.0,348.0,8.0,655.0,573.0,0,CHOU_Tien_Chen_NG_Ka_Long_Angus_Sudirman_Cup_2019_Group_Stage,set1.csv,True,0,408.5156055770697
20,5.0,00:13:35,20395.0,9,11,A,3,殺球,,,1.0,6.0,868.0,597.0,2.0,12.0,902.0,344.0,出界,對手出界,B,,8.0,844.0,596.0,8.0,596.0,357.0,0,CHOU_Tien_Chen_NG_Ka_Long_Angus_Sudirman_Cup_2019_Group_Stage,set1.csv,True,0,258.58847615468096
29,16.0,00:19:31,29284.0,16,13,B,3,殺球,1.0,,1.0,8.0,687.0,365.0,2.0,5.0,332.0,582.0,對手落地致勝,落地致勝,B,,8.0,640.0,375.0,8.0,710.0,591.0,0,CHOU_Tien_Chen_NG_Ka_Long_Angus_Sudirman_Cup_2019_Group_Stage,set1.csv,True,1,371.09702235399305
30,3.0,00:20:15,30386.0,16,14,B,3,殺球,1.0,,1.0,8.0,779.0,355.0,2.0,6.0,969.0,596.0,對手落地致勝,落地致勝,B,,8.0,748.0,361.0,8.0,727.0,581.0,0,CHOU_Tien_Chen_NG_Ka_Long_Angus_Sudirman_Cup_2019_Group_Stage,set1.csv,True,1,322.5926223582926
31,8.0,00:20:40,31005.0,16,15,A,3,殺球,,,1.0,8.0,838.0,625.0,2.0,15.0,373.0,372.0,出界,對手出界,B,,8.0,766.0,624.0,8.0,649.0,380.0,0,CHOU_Tien_Chen_NG_Ka_Long_Angus_Sudirman_Cup_2019_Group_Stage,set1.csv,True,0,466.85436701395435
33,17.0,00:21:42,32554.0,18,15,A,3,殺球,,,1.0,9.0,786.0,638.0,2.0,5.0,461.0,372.0,對手落地致勝,落地致勝,A,,9.0,807.0,636.0,8.0,605.0,368.0,0,CHOU_Tien_Chen_NG_Ka_Long_Angus_Sudirman_Cup_2019_Group_Stage,set1.csv,True,1,435.21488945117676
5,6.0,00:27:15,40884.0,4,1,B,3,殺球,,,1.0,8.0,710.0,561.0,2.0,6.0,847.0,369.0,對手落地致勝,落地致勝,B,,8.0,652.0,570.0,9.0,517.0,338.0,0,CHOU_Tien_Chen_NG_Ka_Long_Angus_Sudirman_Cup_2019_Group_Stage,set2.csv,True,1,280.0464247227591
9,12.0,00:28:57,43436.0,6,3,B,3,殺球,,,1.0,8.0,793.0,624.0,2.0,15.0,371.0,367.0,出界,對手出界,A,,8.0,804.0,625.0,8.0,656.0,366.0,0,CHOU_Tien_Chen_NG_Ka_Long_Angus_Sudirman_Cup_2019_Group_Stage,set2.csv,True,0,504.03670501264094
10,10.0,00:29:24,44119.0,6,4,B,3,殺球,,,1.0,8.0,601.0,617.0,2.0,6.0,877.0,356.0,對手落地致勝,落地致勝,B,,8.0,620.0,604.0,8.0,557.0,381.0,0,CHOU_Tien_Chen_NG_Ka_Long_Angus_Sudirman_Cup_2019_Group_Stage,set2.csv,True,1,357.1456285606755
17,4.0,00:33:44,50614.0,9,8,B,3,點扣,1.0,,1.0,5.0,431.0,603.0,2.0,6.0,896.0,383.0,對手落地致勝,落地致勝,B,,8.0,469.0,605.0,8.0,626.0,362.0,0,CHOU_Tien_Chen_NG_Ka_Long_Angus_Sudirman_Cup_2019_Group_Stage,set2.csv,True,1,481.26188297017666
20,9.0,00:36:19,54490.0,12,8,A,3,殺球,,,1.0,3.0,499.0,345.0,2.0,6.0,991.0,594.0,對手落地致勝,落地致勝,A,,9.0,543.0,344.0,8.0,628.0,583.0,0,CHOU_Tien_Chen_NG_Ka_Long_Angus_Sudirman_Cup_2019_Group_Stage,set2.csv,True,1,513.0341119262929
22,3.0,00:36:59,55497.0,14,8,A,3,殺球,,,1.0,5.0,456.0,363.0,2.0,6.0,869.0,588.0,對手落地致勝,落地致勝,A,,8.0,532.0,365.0,8.0,564.0,536.0,0,CHOU_Tien_Chen_NG_Ka_Long_Angus_Sudirman_Cup_2019_Group_Stage,set2.csv,True,1,404.1014724051374
27,3.0,00:38:41,58044.0,17,10,A,3,點扣,1.0,,1.0,9.0,791.0,347.0,2.0,5.0,313.0,590.0,對手落地致勝,落地致勝,A,,8.0,699.0,354.0,8.0,725.0,544.0,0,CHOU_Tien_Chen_NG_Ka_Long_Angus_Sudirman_Cup_2019_Group_Stage,set2.csv,True,1,452.428999954689
30,9.0,00:40:25,60630.0,17,13,B,3,殺球,,,1.0,8.0,515.0,625.0,2.0,5.0,410.0,373.0,對手落地致勝,落地致勝,B,,8.0,526.0,625.0,8.0,592.0,376.0,0,CHOU_Tien_Chen_NG_Ka_Long_Angus_Sudirman_Cup_2019_Group_Stage,set2.csv,True,1,277.41665415039523
32,8.0,00:41:37,62445.0,19,13,B,3,殺球,,,1.0,4.0,912.0,643.0,2.0,11.0,928.0,369.0,出界,對手出界,A,,6.0,866.0,623.0,8.0,655.0,362.0,0,CHOU_Tien_Chen_NG_Ka_Long_Angus_Sudirman_Cup_2019_Group_Stage,set2.csv,True,0,261.457453517776
36,14.0,00:43:36,65418.0,21,15,A,3,殺球,1.0,,1.0,4.0,796.0,341.0,2.0,5.0,300.0,562.0,對手落地致勝,落地致勝,A,,9.0,778.0,343.0,8.0,771.0,580.0,0,CHOU_Tien_Chen_NG_Ka_Long_Angus_Sudirman_Cup_2019_Group_Stage,set2.csv,True,1,525.7803723989704
4,2.0,00:08:05,14559.0,3,1,B,3,殺球,1.0,,1.0,9.0,708.0,639.0,2.0,11.0,855.0,347.0,出界,對手出界,A,,9.0,717.0,645.0,8.0,653.0,354.0,0,Carolina_Marin_An_Se_Young_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1.csv,True,0,328.40219244091537
9,2.0,00:09:36,17289.0,7,2,B,3,殺球,1.0,,1.0,,,,2.0,15.0,403.0,373.0,出界,對手出界,A,,3.0,836.0,638.0,8.0,624.0,362.0,0,Carolina_Marin_An_Se_Young_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1.csv,True,0,507.6553949284889
10,7.0,00:09:57,17920.0,7,3,A,3,點扣,,,1.0,3.0,458.0,312.0,2.0,7.0,680.0,430.0,掛網,對手掛網,B,,3.0,508.0,319.0,8.0,561.0,529.0,0,Carolina_Marin_An_Se_Young_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1.csv,True,0,204.70710783946902
11,3.0,00:10:22,18662.0,8,3,B,3,殺球,,1.0,1.0,5.0,829.0,569.0,2.0,1.0,808.0,445.0,掛網,對手掛網,A,,8.0,709.0,558.0,8.0,714.0,373.0,0,Carolina_Marin_An_Se_Young_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1.csv,True,0,150.23315213360866
16,3.0,00:11:47,21227.0,10,6,B,3,殺球,,,1.0,8.0,479.0,618.0,2.0,6.0,841.0,343.0,對手落地致勝,落地致勝,B,,8.0,531.0,598.0,8.0,626.0,339.0,0,Carolina_Marin_An_Se_Young_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1.csv,True,1,401.40378672852603
18,4.0,00:12:16,22102.0,10,8,A,3,殺球,1.0,,1.0,9.0,746.0,315.0,2.0,15.0,934.0,588.0,出界,對手出界,B,,9.0,727.0,318.0,8.0,645.0,530.0,0,Carolina_Marin_An_Se_Young_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1.csv,True,0,340.2190470858444
19,6.0,00:12:31,22546.0,11,8,A,3,點扣,,,1.0,8.0,546.0,335.0,2.0,6.0,399.0,576.0,對手落地致勝,落地致勝,A,,8.0,570.0,351.0,8.0,578.0,591.0,0,Carolina_Marin_An_Se_Young_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1.csv,True,1,282.6057324259365
29,12.0,00:18:04,32546.0,15,14,B,3,殺球,,,1.0,8.0,589.0,605.0,2.0,6.0,838.0,338.0,對手落地致勝,落地致勝,B,,8.0,634.0,581.0,8.0,670.0,362.0,0,Carolina_Marin_An_Se_Young_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1.csv,True,1,317.2774810792597
36,2.0,00:21:18,38366.0,20,16,B,3,殺球,1.0,,1.0,,,,2.0,1.0,434.0,407.0,對手落地致勝,落地致勝,B,,9.0,794.0,624.0,8.0,622.0,365.0,0,Carolina_Marin_An_Se_Young_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1.csv,True,1,420.34390681916636
37,9.0,00:21:43,39110.0,21,16,B,3,殺球,,,1.0,8.0,528.0,603.0,2.0,7.0,690.0,451.0,掛網,對手掛網,A,,8.0,538.0,595.0,8.0,612.0,350.0,0,Carolina_Marin_An_Se_Young_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1.csv,True,0,209.3800372528384
5,8.0,00:25:50,46509.0,4,1,B,3,點扣,,,1.0,9.0,740.0,315.0,2.0,7.0,577.0,442.0,掛網,對手掛網,A,,9.0,721.0,318.0,8.0,646.0,555.0,0,Carolina_Marin_An_Se_Young_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set2.csv,True,0,190.03157632351525
11,5.0,00:29:24,52940.0,6,5,B,3,殺球,,,1.0,6.0,827.0,343.0,2.0,5.0,908.0,585.0,對手落地致勝,落地致勝,B,,6.0,788.0,333.0,8.0,666.0,576.0,0,Carolina_Marin_An_Se_Young_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set2.csv,True,1,279.1128803907122
13,5.0,00:30:06,54187.0,6,7,B,3,殺球,1.0,,1.0,5.0,475.0,339.0,2.0,6.0,476.0,567.0,對手落地致勝,落地致勝,B,,5.0,485.0,353.0,8.0,556.0,575.0,0,Carolina_Marin_An_Se_Young_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set2.csv,True,1,214.18916872708573
15,2.0,00:31:02,55886.0,8,7,B,3,殺球,,,1.0,4.0,800.0,318.0,2.0,7.0,602.0,441.0,掛網,對手掛網,A,,9.0,752.0,313.0,8.0,674.0,551.0,0,Carolina_Marin_An_Se_Young_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set2.csv,True,0,197.1902634513175
27,2.0,00:36:48,66269.0,10,17,B,3,殺球,,,1.0,9.0,716.0,313.0,2.0,11.0,369.0,565.0,出界,對手出界,A,,9.0,718.0,322.0,8.0,659.0,543.0,0,Carolina_Marin_An_Se_Young_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set2.csv,True,0,425.26462349929835
28,19.0,00:37:20,67213.0,11,17,A,3,殺球,1.0,,1.0,8.0,516.0,555.0,2.0,6.0,824.0,360.0,對手落地致勝,落地致勝,A,,8.0,517.0,566.0,8.0,569.0,351.0,0,Carolina_Marin_An_Se_Young_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set2.csv,True,1,369.70934529708603
33,2.0,00:39:24,70937.0,13,20,B,3,殺球,1.0,,1.0,9.0,550.0,306.0,2.0,15.0,919.0,561.0,出界,對手出界,A,,9.0,538.0,319.0,8.0,628.0,547.0,0,Carolina_Marin_An_Se_Young_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set2.csv,True,0,451.3590588434002
35,2.0,00:39:49,71674.0,14,21,B,3,殺球,1.0,,1.0,12.0,337.0,644.0,2.0,6.0,391.0,552.0,對手落地致勝,落地致勝,B,,9.0,574.0,314.0,8.0,629.0,548.0,0,Carolina_Marin_An_Se_Young_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set2.csv,True,1,300.22158483360255
1,5.0,00:41:56,75488.0,1,0,B,3,殺球,1.0,,1.0,3.0,851.0,621.0,2.0,15.0,432.0,351.0,出界,對手出界,A,,5.0,816.0,605.0,8.0,691.0,361.0,0,Carolina_Marin_An_Se_Young_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set3.csv,True,0,460.40417026782023
6,2.0,00:43:38,78542.0,3,3,B,3,殺球,,,1.0,13.0,498.0,300.0,2.0,6.0,845.0,370.0,對手落地致勝,落地致勝,B,,9.0,537.0,651.0,8.0,628.0,366.0,0,Carolina_Marin_An_Se_Young_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set3.csv,True,1,416.92325432865937
7,5.0,00:44:06,79391.0,4,3,B,3,殺球,1.0,,1.0,3.0,863.0,637.0,2.0,7.0,665.0,436.0,掛網,對手掛網,A,,5.0,870.0,615.0,8.0,681.0,341.0,0,Carolina_Marin_An_Se_Young_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set3.csv,True,0,272.15069355046666
8,2.0,00:44:24,79930.0,4,4,B,3,殺球,1.0,,1.0,7.0,665.0,436.0,2.0,5.0,441.0,347.0,對手落地致勝,落地致勝,B,,9.0,727.0,655.0,8.0,660.0,363.0,0,Carolina_Marin_An_Se_Young_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set3.csv,True,1,420.3094098399416
11,2.0,00:46:03,82904.0,6,5,B,3,殺球,,,1.0,,,,2.0,1.0,466.0,442.0,掛網,對手掛網,A,,9.0,548.0,644.0,8.0,639.0,355.0,0,Carolina_Marin_An_Se_Young_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set3.csv,True,0,218.00917411888886
15,10.0,00:47:35,85658.0,9,6,B,3,殺球,,,1.0,4.0,472.0,623.0,2.0,6.0,836.0,341.0,對手落地致勝,落地致勝,B,,8.0,490.0,604.0,8.0,635.0,350.0,0,Carolina_Marin_An_Se_Young_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set3.csv,True,1,434.60901969471365
17,4.0,00:48:38,87560.0,9,8,A,3,殺球,1.0,,1.0,6.0,801.0,325.0,2.0,7.0,731.0,439.0,掛網,對手掛網,B,,8.0,725.0,334.0,8.0,746.0,521.0,0,Carolina_Marin_An_Se_Young_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set3.csv,True,0,105.17128885774862
18,7.0,00:49:00,88225.0,10,8,A,3,殺球,,,1.0,8.0,538.0,350.0,2.0,8.0,727.0,603.0,對手落地致勝,落地致勝,A,,8.0,621.0,357.0,7.0,717.0,496.0,0,Carolina_Marin_An_Se_Young_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set3.csv,True,1,267.8656379605268
20,17.0,00:50:11,90357.0,10,10,B,3,殺球,,,1.0,6.0,478.0,613.0,2.0,5.0,484.0,387.0,對手落地致勝,落地致勝,B,,8.0,510.0,592.0,8.0,619.0,356.0,0,Carolina_Marin_An_Se_Young_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set3.csv,True,1,206.6422028531442
23,12.0,00:52:32,94581.0,13,10,B,3,殺球,1.0,,1.0,5.0,494.0,332.0,2.0,7.0,647.0,436.0,掛網,對手掛網,A,,5.0,510.0,326.0,8.0,560.0,568.0,0,Carolina_Marin_An_Se_Young_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set3.csv,True,0,175.6957597667058
27,3.0,00:54:43,98518.0,15,12,A,3,殺球,1.0,,1.0,8.0,493.0,579.0,2.0,15.0,430.0,348.0,出界,對手出界,B,,8.0,578.0,561.0,8.0,671.0,337.0,0,Carolina_Marin_An_Se_Young_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set3.csv,True,0,259.37039152532424
33,19.0,00:57:21,103259.0,18,15,B,3,點扣,1.0,,1.0,9.0,542.0,315.0,2.0,5.0,891.0,522.0,對手落地致勝,落地致勝,B,,9.0,529.0,320.0,8.0,610.0,552.0,0,Carolina_Marin_An_Se_Young_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set3.csv,True,1,414.54553429026345
34,5.0,00:58:11,104753.0,19,15,B,3,殺球,1.0,,1.0,9.0,529.0,318.0,2.0,7.0,640.0,438.0,掛網,對手掛網,A,,3.0,517.0,315.0,8.0,636.0,549.0,0,Carolina_Marin_An_Se_Young_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set3.csv,True,0,173.9482681718907
1,3.0,00:07:07,12832.0,1,0,B,3,殺球,1.0,,1.0,4.0,758.0,315.0,2.0,2.0,820.0,442.0,掛網,對手掛網,A,,8.0,663.0,338.0,8.0,733.0,543.0,0,Carolina_Marin_An_Se_Young_TOYOTA_THAILAND_OPEN_2021_SemiFinals,set1.csv,True,0,188.32153355365392
6,11.0,00:10:20,18618.0,4,2,A,3,點扣,,,1.0,4.0,474.0,626.0,2.0,5.0,460.0,356.0,對手落地致勝,落地致勝,A,,9.0,496.0,622.0,8.0,609.0,350.0,0,Carolina_Marin_An_Se_Young_TOYOTA_THAILAND_OPEN_2021_SemiFinals,set1.csv,True,1,268.4250360901531
9,3.0,00:11:56,21498.0,5,4,B,3,殺球,,,1.0,8.0,560.0,357.0,2.0,7.0,656.0,458.0,對手落地致勝,落地致勝,B,,8.0,565.0,350.0,8.0,573.0,511.0,0,Carolina_Marin_An_Se_Young_TOYOTA_THAILAND_OPEN_2021_SemiFinals,set1.csv,True,1,141.2267680009707
11,4.0,00:12:48,23069.0,5,6,A,3,點扣,1.0,,1.0,3.0,843.0,624.0,2.0,15.0,394.0,371.0,出界,對手出界,B,,8.0,743.0,613.0,8.0,657.0,357.0,0,Carolina_Marin_An_Se_Young_TOYOTA_THAILAND_OPEN_2021_SemiFinals,set1.csv,True,0,424.69400749245335
15,6.0,00:15:25,27777.0,8,7,B,3,殺球,,,1.0,8.0,585.0,341.0,2.0,5.0,860.0,532.0,對手落地致勝,落地致勝,B,,8.0,599.0,362.0,8.0,598.0,549.0,0,Carolina_Marin_An_Se_Young_TOYOTA_THAILAND_OPEN_2021_SemiFinals,set1.csv,True,1,311.4819416916493
18,3.0,00:17:00,30618.0,10,8,B,3,點扣,,,1.0,9.0,745.0,313.0,2.0,11.0,325.0,559.0,出界,對手出界,A,,8.0,658.0,340.0,8.0,685.0,523.0,0,Carolina_Marin_An_Se_Young_TOYOTA_THAILAND_OPEN_2021_SemiFinals,set1.csv,True,0,398.55990766759265
35,12.0,00:29:18,52751.0,18,17,A,3,殺球,1.0,,1.0,5.0,872.0,606.0,2.0,7.0,579.0,446.0,掛網,對手掛網,B,,5.0,802.0,594.0,8.0,698.0,345.0,0,Carolina_Marin_An_Se_Young_TOYOTA_THAILAND_OPEN_2021_SemiFinals,set1.csv,True,0,267.643419496912
36,19.0,00:30:17,54520.0,19,17,B,3,點扣,1.0,,1.0,8.0,693.0,342.0,2.0,7.0,745.0,433.0,掛網,對手掛網,A,,8.0,630.0,352.0,8.0,538.0,606.0,0,Carolina_Marin_An_Se_Young_TOYOTA_THAILAND_OPEN_2021_SemiFinals,set1.csv,True,0,140.6627171641441
3,2.0,00:37:05,66774.0,1,2,A,3,殺球,,,1.0,8.0,726.0,330.0,2.0,2.0,847.0,443.0,掛網,對手掛網,B,,8.0,727.0,348.0,8.0,698.0,545.0,0,Carolina_Marin_An_Se_Young_TOYOTA_THAILAND_OPEN_2021_SemiFinals,set2.csv,True,0,153.05227865013967
6,4.0,00:38:55,70065.0,2,4,A,3,殺球,,,1.0,3.0,493.0,316.0,2.0,5.0,856.0,564.0,對手落地致勝,落地致勝,A,,8.0,528.0,325.0,8.0,631.0,531.0,0,Carolina_Marin_An_Se_Young_TOYOTA_THAILAND_OPEN_2021_SemiFinals,set2.csv,True,1,405.83863788456614
8,3.0,00:40:11,72337.0,4,4,A,3,殺球,,,1.0,3.0,521.0,319.0,2.0,8.0,683.0,609.0,對手落地致勝,落地致勝,A,,8.0,566.0,334.0,8.0,625.0,538.0,0,Carolina_Marin_An_Se_Young_TOYOTA_THAILAND_OPEN_2021_SemiFinals,set2.csv,True,1,298.8544796385023
24,4.0,00:50:11,90333.0,15,9,A,3,殺球,,,1.0,8.0,546.0,327.0,2.0,7.0,554.0,440.0,掛網,對手掛網,B,,8.0,589.0,348.0,8.0,638.0,557.0,0,Carolina_Marin_An_Se_Young_TOYOTA_THAILAND_OPEN_2021_SemiFinals,set2.csv,True,0,98.43271813782245
26,20.0,00:51:25,92572.0,16,10,A,3,殺球,,,1.0,3.0,517.0,315.0,2.0,5.0,908.0,569.0,對手落地致勝,落地致勝,A,,9.0,551.0,314.0,8.0,676.0,542.0,0,Carolina_Marin_An_Se_Young_TOYOTA_THAILAND_OPEN_2021_SemiFinals,set2.csv,True,1,438.71858861917394
